,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
659,Barry Levinson,Nicholas Rowe,Roger Ashton-Griffiths,Freddie Jones,Adventure Fantasy Mystery Thriller,young sherlock holmes,Nicholas Rowe Roger Ashton-Griffiths Freddie Jones Barry Levinson Adventure Fantasy Mystery Thriller
660,Danny Boyle,James Franco,Treat Williams,Kate Burton,Adventure Biography Drama Thriller,127 hours,James Franco Treat Williams Kate Burton Danny Boyle Adventure Biography Drama Thriller
661,William A. Fraker,Jason Robards,Richard Farnsworth,Michael Horse,Action Adventure Western,the legend of the lone ranger,Jason Robards Richard Farnsworth Michael Horse William A. Fraker Action Adventure Western
662,Jeff Kanew,Craig T. Nelson,Shelley Long,Kellie Martin,Adventure Comedy,troop beverly hills,Craig T. Nelson Shelley Long Kellie Martin Jeff Kanew Adventure Comedy
663,Matthew Robbins,Ian McDiarmid,Ralph Richardson,Albert Salmi,Action Adventure Fantasy,dragonslayer,Ian McDiarmid Ralph Richardson Albert Salmi Matthew Robbins Action Adventure Fantasy
664,Sergey Bodrov,Tadanobu Asano,Khulan Chuluun,Honglei Sun,Adventure Biography Drama History War,mongol: the rise of genghis khan,Tadanobu Asano Khulan Chuluun Honglei Sun Sergey Bodrov Adventure Biography Drama History War
665,Jeff Nichols,Kirsten Dunst,Sam Shepard,Paul Sparks,Adventure Drama Sci-Fi Thriller,midnight special,Kirsten Dunst Sam Shepard Paul Sparks Jeff Nichols Adventure Drama Sci-Fi Thriller
666,Richard Fleischer,Ernie Reyes Jr.,Brigitte Nielsen,Sandahl Bergman,Action Adventure Fantasy,red sonja,Ernie Reyes Jr. Brigitte Nielsen Sandahl Bergman Richard Fleischer Action Adventure Fantasy
667,James Cameron,Michael Biehn,Carrie Henn,Jenette Goldstein,Action Adventure Sci-Fi,aliens,Michael Biehn Carrie Henn Jenette Goldstein James Cameron Action Adventure Sci-Fi
668,Alexander Payne,Virginia Madsen,Patrick Gallagher,M.C. Gainey,Adventure Comedy Drama Romance,sideways,Virginia Madsen Patrick Gallagher M.C. Gainey Alexander Payne Adventure Comedy Drama Romance
669,Yimou Zhang,Jet Li,Tony Chiu Wai Leung,Maggie Cheung,Action Adventure History,hero,Jet Li Tony Chiu Wai Leung Maggie Cheung Yimou Zhang Action Adventure History
670,Joseph Kosinski,Jeff Bridges,Olivia Wilde,James Frain,Action Adventure Sci-Fi,tron: legacy,Jeff Bridges Olivia Wilde James Frain Joseph Kosinski Action Adventure Sci-Fi
671,Gary Halvorson,Vanessa Williams,Kevin Clash,Caroll Spinney,Adventure Comedy Family Fantasy Musical,the adventures of elmo in grouchland,Vanessa Williams Kevin Clash Caroll Spinney Gary Halvorson Adventure Comedy Family Fantasy Musical
672,Nicholas Ray,Ava Gardner,David Niven,John Ireland,Action Adventure Drama History War,55 days at peking,Ava Gardner David Niven John Ireland Nicholas Ray Action Adventure Drama History War
673,Sidney J. Furie,Jim Broadbent,Margot Kidder,William Hootkins,Action Adventure Family Sci-Fi,superman iv: the quest for peace,Jim Broadbent Margot Kidder William Hootkins Sidney J. Furie Action Adventure Family Sci-Fi
674,Jim Goddard,Victor Wong,Paul Freeman,Clyde Kusatsu,Adventure Crime Drama Romance,shanghai surprise,Victor Wong Paul Freeman Clyde Kusatsu Jim Goddard Adventure Crime Drama Romance
675,Noel Marshall,Tippi Hedren,Melanie Griffith,Zakes Mokae,Adventure Horror Thriller,roar,Tippi Hedren Melanie Griffith Zakes Mokae Noel Marshall Adventure Horror Thriller
676,Guillaume Ivernel,Rob Paulsen,Jess Harnell,Mary Mouser,Adventure Animation Family Fantasy,dragon hunters,Rob Paulsen Jess Harnell Mary Mouser Guillaume Ivernel Adventure Animation Family Fantasy
677,Wes Anderson,Bruce Willis,Bill Murray,Bob Balaban,Adventure Comedy Drama Romance,moonrise kingdom,Bruce Willis Bill Murray Bob Balaban Wes Anderson Adventure Comedy Drama Romance
678,Dennie Gordon,Brittany Daniel,Erik Per Sullivan,Fred Ward,Adventure Comedy Drama,joe dirt,Brittany Daniel Erik Per Sullivan Fred Ward Dennie Gordon Adventure Comedy Drama
679,Peter Flinth,Gustaf SkarsgÃÂ¥rd,Michael Nyqvist,Vincent Perez,Action Adventure Drama Romance War,arn: the knight templar,Gustaf SkarsgÃÂ¥rd Michael Nyqvist Vincent Perez Peter Flinth Action Adventure Drama Romance War
680,Russell Mulcahy,Christopher Lambert,Jon Polito,Celia Imrie,Action Adventure Fantasy,highlander,Christopher Lambert Jon Polito Celia Imrie Russell Mulcahy Action Adventure Fantasy
681,Harold Ramis,Beverly D'Angelo,Randy Quaid,Jane Krakowski,Adventure Comedy,national lampoon's vacation,Beverly D'Angelo Randy Quaid Jane Krakowski Harold Ramis Adventure Comedy
682,Jim Fall,Clayton Snyder,Adam Lamberg,Alex Borstein,Adventure Comedy Family Music Romance,the lizzie mcguire movie,Clayton Snyder Adam Lamberg Alex Borstein Jim Fall Adventure Comedy Family Music Romance
683,David Lean,Claude Rains,JosÃÂ© Ferrer,Jack Hawkins,Adventure Biography Drama History War,lawrence of arabia,Claude Rains JosÃÂ© Ferrer Jack Hawkins David Lean Adventure Biography Drama History War
684,Jean-Marc VallÃÂ©e,Michiel Huisman,Kevin Rankin,Gaby Hoffmann,Adventure Biography Drama,wild,Michiel Huisman Kevin Rankin Gaby Hoffmann Jean-Marc VallÃÂ©e Adventure Biography Drama
685,Louis Leterrier,Liam Neeson,Jason Flemyng,Alexa Davalos,Action Adventure Fantasy,clash of the titans,Liam Neeson Jason Flemyng Alexa Davalos Louis Leterrier Action Adventure Fantasy
686,Rob Reiner,Robin Wright,Carol Kane,AndrÃÂ© the Giant,Adventure Family Fantasy Romance,the princess bride,Robin Wright Carol Kane AndrÃÂ© the Giant Rob Reiner Adventure Family Fantasy Romance
687,Joe Berlinger,Kim Director,Erica Leerhsen,Kurt Loder,Adventure Fantasy Horror Mystery Thriller,book of shadows: blair witch 2,Kim Director Erica Leerhsen Kurt Loder Joe Berlinger Adventure Fantasy Horror Mystery Thriller
688,Elizabeth Allen Rosenbaum,Sierra McCormick,Hutch Dano,Jason Spevack,Adventure Comedy Family Fantasy,ramona and beezus,Sierra McCormick Hutch Dano Jason Spevack Elizabeth Allen Rosenbaum Adventure Comedy Family Fantasy
689,Michael Mayer,Alison Lohman,Danny Pino,Tim McGraw,Adventure Drama Family,flicka,Alison Lohman Danny Pino Tim McGraw Michael Mayer Adventure Drama Family
690,Mike Nawrocki,Yuri Lowenthal,Cam Clarke,Phil Vischer,Adventure Animation Comedy Family,the pirates who don't do anything: a veggietales movie,Yuri Lowenthal Cam Clarke Phil Vischer Mike Nawrocki Adventure Animation Comedy Family
691,Douglas Aarniokoski,Christopher Lambert,Adrian Paul,Adam Copeland,Action Adventure Fantasy Sci-Fi,highlander: endgame,Christopher Lambert Adrian Paul Adam Copeland Douglas Aarniokoski Action Adventure Fantasy Sci-Fi
692,Steve Gomer,Trevor Morgan,Kyla Pratt,Shirley Douglas,Adventure Family,barney's great adventure,Trevor Morgan Kyla Pratt Shirley Douglas Steve Gomer Adventure Family
693,Wil Shriner,Logan Lerman,Neil Flynn,Tim Blake Nelson,Adventure Comedy Family,hoot,Logan Lerman Neil Flynn Tim Blake Nelson Wil Shriner Adventure Comedy Family
694,Tommy Lee Jones,Levon Helm,Dwight Yoakam,Guillermo Arriaga,Adventure Crime Drama Mystery Western,three burials,Levon Helm Dwight Yoakam Guillermo Arriaga Tommy Lee Jones Adventure Crime Drama Mystery Western
695,Michael Chapman,Curtis Armstrong,Pamela Reed,Mike Muscat,Adventure Drama Fantasy,the clan of the cave bear,Curtis Armstrong Pamela Reed Mike Muscat Michael Chapman Adventure Drama Fantasy
696,Neil Marshall,Michael Fassbender,JJ Feild,Dave Legeno,Action Adventure Drama History Thriller War,centurion,Michael Fassbender JJ Feild Dave Legeno Neil Marshall Action Adventure Drama History Thriller War
697,Anthony Silverston,Liam Neeson,Steve Buscemi,Loretta Devine,Adventure Animation Family,khumba,Liam Neeson Steve Buscemi Loretta Devine Anthony Silverston Adventure Animation Family
698,Gerry Lively,Bruce Payne,Lucy Gaskell,Steven Elder,Action Adventure Fantasy,dungeons & dragons: wrath of the dragon god,Bruce Payne Lucy Gaskell Steven Elder Gerry Lively Action Adventure Fantasy
699,John Cornell,Paul Hogan,Linda Kozlowski,John Meillon,Action Adventure Comedy,crocodile dundee ii,Paul Hogan Linda Kozlowski John Meillon John Cornell Action Adventure Comedy
700,Jon Turteltaub,Doug E. Doug,Leon,Malik Yoba,Adventure Comedy Family Sport,cool runnings,Doug E. Doug Leon Malik Yoba Jon Turteltaub Adventure Comedy Family Sport
701,Ted Kotcheff,Sylvester Stallone,Brian Dennehy,Chris Mulkey,Action Adventure Drama,first blood,Sylvester Stallone Brian Dennehy Chris Mulkey Ted Kotcheff Action Adventure Drama
702,Lewis Gilbert,Caroline Munro,Desmond Llewelyn,Barbara Bach,Action Adventure Sci-Fi Thriller,the spy who loved me,Caroline Munro Desmond Llewelyn Barbara Bach Lewis Gilbert Action Adventure Sci-Fi Thriller
703,Randal Kleiser,Seymour Cassel,Klaus Maria Brandauer,Susan Hogan,Adventure Drama,white fang,Seymour Cassel Klaus Maria Brandauer Susan Hogan Randal Kleiser Adventure Drama
704,Mike Nawrocki,Phil Vischer,Mike Nawrocki,Shelby Vischer,Adventure Animation Comedy Drama Family Musical,jonah: a veggietales movie,Phil Vischer Mike Nawrocki Shelby Vischer Mike Nawrocki Adventure Animation Comedy Drama Family Musical
705,David Twohy,Chris Hemsworth,Milla Jovovich,Marley Shelton,Adventure Mystery Thriller,a perfect getaway,Chris Hemsworth Milla Jovovich Marley Shelton David Twohy Adventure Mystery Thriller
706,Shawn Levy,Frankie Muniz,Donald Faison,Lee Majors,Adventure Comedy Family,big fat liar,Frankie Muniz Donald Faison Lee Majors Shawn Levy Adventure Comedy Family
707,Josh Schwartz,Thomas McDonell,Jackson Nicoll,Osric Chau,Adventure Comedy,fun size,Thomas McDonell Jackson Nicoll Osric Chau Josh Schwartz Adventure Comedy
708,James Fargo,Christopher Lee,Joseph Cotten,Behrouz Vossoughi,Action Adventure History,caravans,Christopher Lee Joseph Cotten Behrouz Vossoughi James Fargo Action Adventure History
709,Jonathan Liebesman,Noel Fisher,Danny Woodburn,Jeremy Howard,Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles,Noel Fisher Danny Woodburn Jeremy Howard Jonathan Liebesman Action Adventure Comedy Sci-Fi
710,Chris Koch,Chris Elliott,Mark Webber,Jean Smart,Adventure Comedy Family,snow day,Chris Elliott Mark Webber Jean Smart Chris Koch Adventure Comedy Family
711,Dave Green,Teo Halm,Ella Wahlestedt,Jason Gray-Stanford,Adventure Family Sci-Fi,earth to echo,Teo Halm Ella Wahlestedt Jason Gray-Stanford Dave Green Adventure Family Sci-Fi
712,Michael Polish,J.K. Simmons,Virginia Madsen,Bruce Dern,Adventure Drama Sci-Fi,the astronaut farmer,J.K. Simmons Virginia Madsen Bruce Dern Michael Polish Adventure Drama Sci-Fi
713,Blair Hayes,Jake Gyllenhaal,Geoffrey Arend,Marley Shelton,Adventure Comedy Romance Sci-Fi,bubble boy,Jake Gyllenhaal Geoffrey Arend Marley Shelton Blair Hayes Adventure Comedy Romance Sci-Fi
714,John Stainton,Steve Irwin,Aden Young,Steve Bastoni,Action Adventure Comedy Family,the crocodile hunter: collision course,Steve Irwin Aden Young Steve Bastoni John Stainton Action Adventure Comedy Family
715,Jean-Jacques Annaud,Rae Dawn Chong,Everett McGill,Gary Schwartz,Adventure Drama History,quest for fire,Rae Dawn Chong Everett McGill Gary Schwartz Jean-Jacques Annaud Adventure Drama History
716,John Cromwell,David Niven,Mary Astor,Ronald Colman,Adventure Drama Romance,the prisoner of zenda,David Niven Mary Astor Ronald Colman John Cromwell Adventure Drama Romance
717,Don Bluth,Judith Barsi,Gabriel Damon,Bill Erwin,Adventure Animation Family,the land before time,Judith Barsi Gabriel Damon Bill Erwin Don Bluth Adventure Animation Family
718,Steven Spielberg,Roy Scheider,Robert Shaw,Murray Hamilton,Adventure Drama Thriller,jaws,Roy Scheider Robert Shaw Murray Hamilton Steven Spielberg Adventure Drama Thriller
719,Michael Ritchie,Victor Wong,Randall 'Tex' Cobb,Charlotte Lewis,Action Adventure Comedy Fantasy Mystery,the golden child,Victor Wong Randall 'Tex' Cobb Charlotte Lewis Michael Ritchie Action Adventure Comedy Fantasy Mystery
720,Nicholas Meyer,Leonard Nimoy,Kirstie Alley,Nichelle Nichols,Action Adventure Sci-Fi,star trek ii: the wrath of khan,Leonard Nimoy Kirstie Alley Nichelle Nichols Nicholas Meyer Action Adventure Sci-Fi
721,Mike McCoy,Alex Veadov,Jason Cottle,Rorke Denver,Action Adventure Drama Thriller War,act of valor,Alex Veadov Jason Cottle Rorke Denver Mike McCoy Action Adventure Drama Thriller War
722,Mike Judge,Bruce Willis,Demi Moore,John Doman,Adventure Animation Comedy Crime,beavis and butt-head do america,Bruce Willis Demi Moore John Doman Mike Judge Adventure Animation Comedy Crime
723,Jon Hurwitz,Danneel Ackles,Eric Winter,Beverly D'Angelo,Adventure Comedy,harold & kumar escape from guantanamo bay,Danneel Ackles Eric Winter Beverly D'Angelo Jon Hurwitz Adventure Comedy
724,Terry Gilliam,Shelley Duvall,Michael Palin,Kenny Baker,Adventure Comedy Fantasy Sci-Fi,time bandits,Shelley Duvall Michael Palin Kenny Baker Terry Gilliam Adventure Comedy Fantasy Sci-Fi
725,Martin Campbell,Eva Green,Tobias Menzies,Ivana Milicevic,Action Adventure Thriller,casino royale,Eva Green Tobias Menzies Ivana Milicevic Martin Campbell Action Adventure Thriller
726,unknown,Peter Mensah,Kelvin Taylor,Viva Bianca,Action Adventure Biography Drama History,spartacus: war of the damnedÃÂ            ,Peter Mensah Kelvin Taylor Viva Bianca unknown Action Adventure Biography Drama History
727,Alexander Payne,Devin Ratray,Bruce Dern,Will Forte,Adventure Comedy Drama,nebraska,Devin Ratray Bruce Dern Will Forte Alexander Payne Adventure Comedy Drama
728,Wolfgang Petersen,JÃÂ¼rgen Prochnow,Martin Semmelrogge,Herbert GrÃÂ¶nemeyer,Adventure Drama Thriller War,das boot,JÃÂ¼rgen Prochnow Martin Semmelrogge Herbert GrÃÂ¶nemeyer Wolfgang Petersen Adventure Drama Thriller War
729,Yimou Zhang,Takeshi Kaneshiro,Andy Lau,Zhengyong Zhang,Action Adventure Drama Romance,house of flying daggers,Takeshi Kaneshiro Andy Lau Zhengyong Zhang Yimou Zhang Action Adventure Drama Romance
730,Roger Spottiswoode,Robert Duvall,Treat Williams,Paul Gleason,Adventure Crime Thriller,the pursuit of d.b. cooper,Robert Duvall Treat Williams Paul Gleason Roger Spottiswoode Adventure Crime Thriller
731,Carroll Ballard,Eamonn Walker,Hope Davis,Campbell Scott,Adventure Drama Family,duma,Eamonn Walker Hope Davis Campbell Scott Carroll Ballard Adventure Drama Family
732,Lijun Sun,Jon Heder,Tom Arnold,Rebecca Black,Action Adventure Animation Comedy Family,legend of kung fu rabbit,Jon Heder Tom Arnold Rebecca Black Lijun Sun Action Adventure Animation Comedy Family
733,Takashi Yamazaki,Takuya Kimura,Meisa Kuroki,Hiroyuki Ikeuchi,Action Adventure Drama Sci-Fi,space battleship yamato,Takuya Kimura Meisa Kuroki Hiroyuki Ikeuchi Takashi Yamazaki Action Adventure Drama Sci-Fi
734,George Lucas,Harrison Ford,Peter Cushing,Kenny Baker,Action Adventure Fantasy Sci-Fi,star wars: episode iv - a new hope,Harrison Ford Peter Cushing Kenny Baker George Lucas Action Adventure Fantasy Sci-Fi
735,Stephen Daldry,Wagner Moura,Selton Mello,Daniel Zettel,Adventure Crime Drama Mystery Thriller,trash,Wagner Moura Selton Mello Daniel Zettel Stephen Daldry Adventure Crime Drama Mystery Thriller
736,Stanley Kubrick,Ryan O'Neal,Steven Berkoff,Hardy KrÃÂ¼ger,Adventure Drama History War,barry lyndon,Ryan O'Neal Steven Berkoff Hardy KrÃÂ¼ger Stanley Kubrick Adventure Drama History War
737,William A. Graham,Milla Jovovich,Wayne Pygram,Lisa Pelikan,Adventure Drama Romance,return to the blue lagoon,Milla Jovovich Wayne Pygram Lisa Pelikan William A. Graham Adventure Drama Romance
738,Stanley Kubrick,Keir Dullea,Gary Lockwood,Glenn Beck,Adventure Mystery Sci-Fi,2001: a space odyssey,Keir Dullea Gary Lockwood Glenn Beck Stanley Kubrick Adventure Mystery Sci-Fi
739,LÃÂ©a Pool,William Hurt,Marc Donato,Raoul Max Trujillo,Adventure Drama,the blue butterfly,William Hurt Marc Donato Raoul Max Trujillo LÃÂ©a Pool Adventure Drama
740,Stephen Herek,Keanu Reeves,George Carlin,Al Leong,Adventure Comedy Music Sci-Fi,bill & ted's excellent adventure,Keanu Reeves George Carlin Al Leong Stephen Herek Adventure Comedy Music Sci-Fi
741,George Miller,Tina Turner,Bruce Spence,Angelo Rossitto,Action Adventure Sci-Fi Thriller,mad max beyond thunderdome,Tina Turner Bruce Spence Angelo Rossitto George Miller Action Adventure Sci-Fi Thriller
742,Mark L. Lester,Bill Duke,Vernon Wells,Rae Dawn Chong,Action Adventure Thriller,commando,Bill Duke Vernon Wells Rae Dawn Chong Mark L. Lester Action Adventure Thriller
743,Kevin Smith,Matt Damon,Janeane Garofalo,George Carlin,Adventure Comedy Drama Fantasy,dogma,Matt Damon Janeane Garofalo George Carlin Kevin Smith Adventure Comedy Drama Fantasy
744,David Lowery,Bryce Dallas Howard,Oona Laurence,Isiah Whitlock Jr.,Adventure Family Fantasy,pete's dragon,Bryce Dallas Howard Oona Laurence Isiah Whitlock Jr. David Lowery Adventure Family Fantasy
745,Tuck Tucker,Jennifer Jason Leigh,Vincent Schiavelli,Paul Sorvino,Adventure Animation Comedy Family,hey arnold! the movie,Jennifer Jason Leigh Vincent Schiavelli Paul Sorvino Tuck Tucker Adventure Animation Comedy Family
746,Jim Hanon,Chase Ellison,Chad Allen,Jack Guzman,Adventure Drama,end of the spear,Chase Ellison Chad Allen Jack Guzman Jim Hanon Adventure Drama
747,Lorene Scafaria,Steve Carell,Mark Moses,Rob Huebel,Adventure Comedy Drama Romance Sci-Fi,seeking a friend for the end of the world,Steve Carell Mark Moses Rob Huebel Lorene Scafaria Adventure Comedy Drama Romance Sci-Fi
748,Werner Herzog,Christian Bale,Toby Huss,FranÃÂ§ois Chau,Adventure Biography Drama War,rescue dawn,Christian Bale Toby Huss FranÃÂ§ois Chau Werner Herzog Adventure Biography Drama War
749,Franklin J. Schaffner,Frank Langella,William Hootkins,John Gielgud,Adventure Mystery Thriller,sphinx,Frank Langella William Hootkins John Gielgud Franklin J. Schaffner Adventure Mystery Thriller
750,Rakesh Roshan,Naseeruddin Shah,Rekha,Sharat Saxena,Action Adventure Romance Sci-Fi,krrish,Naseeruddin Shah Rekha Sharat Saxena Rakesh Roshan Action Adventure Romance Sci-Fi
751,Taedong Park,Drake Bell,Tom Arnold,Amanda Troop,Adventure Animation,jungle shuffle,Drake Bell Tom Arnold Amanda Troop Taedong Park Adventure Animation
752,Jee-woon Kim,Kang-ho Song,Woo-sung Jung,Dal-su Oh,Action Adventure Comedy Western,"the good, the bad, the weird",Kang-ho Song Woo-sung Jung Dal-su Oh Jee-woon Kim Action Adventure Comedy Western
753,Lewis Gilbert,Donald Pleasence,Burt Kwouk,Desmond Llewelyn,Action Adventure Thriller,you only live twice,Donald Pleasence Burt Kwouk Desmond Llewelyn Lewis Gilbert Action Adventure Thriller
754,Stanley Kramer,Jonathan Winters,Sid Caesar,Spencer Tracy,Action Adventure Comedy Crime,"it's a mad, mad, mad, mad world",Jonathan Winters Sid Caesar Spencer Tracy Stanley Kramer Action Adventure Comedy Crime
