movie_title,actor_name
the lady from shanghai,Everett Sloane
no man's land: the rise of reeker,Lew Temple
highway,M.C. Gainey
small apartments,Saffron Burrows
coffee town,Ben Schwartz
the ghastly love of johnny x,Kevin McCarthy
all is bright,Curtiss Cook
the torture chamber of dr. sadism,Lex Barker
straight a's,Powers Boothe
a funny thing happened on the way to the forum,Zero Mostel
slacker uprising,Eddie Vedder
the legend of hell's gate: an american conspiracy,Kevin Alejandro
the walking deceased,Wray Crawford
the curse of downers grove,Bella Heathcote
shark lake,Michael Aaron Milligan
river's edge,Daniel Roebuck
northfork,Anthony Edwards
the marine 4: moving target,Mike 'The Miz' Mizanin
buried,Samantha Mathis
submarine,Paddy Considine
the square,Ahmed Hassan
one to another,Lizzie BrocherÃ©
carrie,Judy Greer
abcd (any body can dance),Remo
a nightmare on elm street,Lin Shaye
man on wire,Philippe Petit
abandoned,Peter Feeney
brotherly love,Adam Ratcliffe
the last exorcism,Ashley Bell
nowhere boy,Ophelia Lovibond
a streetcar named desire,Karl Malden
dr. strangelove or: how i learned to stop worrying and love the bomb,Slim Pickens
el crimen del padre amaro,Ana Claudia TalancÃ³n
beasts of the southern wild,Gina Montana
battle for the planet of the apes,Paul Williams
songcatcher,David Patrick Kelly
higher ground,Bill Irwin
vaalu,T.R. Silambarasan
the greatest movie ever sold,J.J. Abrams
ed and his dead mother,Gary Farmer
travelers and magicians,Lhakpa Dorji
hang 'em high,Bruce Dern
deadline - u.s.a.,Jim Backus
sublime,Tom Cavanagh
a beginner's guide to snuff,Luke Edwards
independence daysaster,Keenan Tracey
dysfunctional friends,Essence Atkins
run lola run,Ludger Pistor
may,Will Estes
against the wild,CJ Adams
living dark: the story of ted the caver,Chris Cleveland
under the same moon,Eugenio Derbez
conquest of the planet of the apes,Gordon Jump
in the bedroom,Sissy Spacek
i spit on your grave,Chad Lindberg
"happy, texas",Illeana Douglas
my summer of love,Natalie Press
the lunchbox,Nimrat Kaur
yes,Joan Allen
you can't take it with you,Ann Miller
from here to eternity,Donna Reed
she wore a yellow ribbon,Ben Johnson
grace unplugged,Michael Welch
foolish,Clifton Powell
n-secure,Lamman Rucker
caramel,Adel Karam
out of the dark,Pixie Davies
the bubble,Lior Ashkenazi
the conversation,Teri Garr
dil jo bhi kahey...,Revathy
mississippi mermaid,Jean-Paul Belmondo
i love your work,Marisa Coughlan
cabin fever,Gage Golightly
dawn of the dead,Kevin Zegers
waitress,Cheryl Hines
bloodsport,Donald Gibb
mr. smith goes to washington,Jean Arthur
kids,Leo Fitzpatrick
the squid and the whale,Elizabeth Meriwether
kissing jessica stein,Jennifer Westfeldt
"a woman, a gun and a noodle shop",Ni Yan
kickboxer: vengeance,T.J. Storm
spellbound,Rhonda Fleming
exotica,Mia Kirshner
buffalo '66,Vincent Gallo
insidious,Barbara Hershey
repo man,Tracey Walter
nine queens,GastÃ³n Pauls
the gatekeepers,Yuval Diskin
the ballad of jack and rose,Susanna Thompson
the to do list,Alia Shawkat
killing zoe,Salvator Xuereb
the believer,Theresa Russell
snow angels,Connor Paolo
unsullied,Lisa Brave
session 9,Brendan Sexton III
i want someone to eat cheese with,Jeff Garlin
mooz-lum,Nia Long
hatchet,Kane Hodder
modern times,Stanley Blystone
stolen summer,Aidan Quinn
my name is bruce,Dan Hicks
the salon,Monica Calhoun
road hard,Jim O'Heir
forty shades of blue,Jenny O'Hara
amigo,John Arcilla
pontypool,Georgina Reilly
trucker,Joey Lauren Adams
me you and five bucks,Jaime Zevallos
the lords of salem,Dee Wallace
housebound,Bruce Hopkins
wal-mart: the high cost of low price,Jon Hunter
fetching cody,Sarah Lind
once upon a time in queens,Michael Rapaport
closer to the moon,Joe Armstrong
mutant world,Amber Marshall
checkmate,Johnny Messner
jack reacher,Robert Duvall
#horror,Balthazar Getty
wind walkers,Glen Powell
snow white and the seven dwarfs,Billy Gilbert
the holy girl,Mercedes MorÃ¡n
shalako,Woody Strode
incident at loch ness,Gabriel Beristain
the dog lover,Christina Moore
girl house,Adam DiMarco
the blue room,LÃ©a Drucker
house at the end of the drive,Jonathan Mangum
batman: the movie,Cesar Romero
"lock, stock and two smoking barrels",Jason Flemyng
the ballad of gregorio cortez,Bruce McGill
the streets of san franciscoÂ            ,Michael Douglas
the celebration,Paprika Steen
trees lounge,Debi Mazar
journey from the fall,Kieu Chinh
the basket,Karen Allen
eddie: the sleepwalking cannibal,Thure Lindhardt
mercury rising,Miko Hughes
space: above and beyondÂ            ,Tucker Smallwood
queen of the mountains,Aziz Muradillayev
def-con 4,Lenore Zann
the hebrew hammer,Adam Goldberg
neal 'n' nikki,Uday Chopra
the 41-year-old virgin who knocked up sarah marshall and felt superbad about it,Bryan Callen
forget me not,Chloe Bridges
rebecca,Joan Fontaine
friday the 13th part 2,Adrienne King
the lost weekend,Jane Wyman
c.h.u.d.,John Heard
filly brown,Jenni Rivera
the lion of judah,Omar Benson Miller
niagara,Jean Peters
how green was my valley,Walter Pidgeon
the girlfriend experienceÂ            ,Riley Keough
da sweet blood of jesus,Elvis Nolasco
"sex, lies, and videotape",Laura San Giacomo
saw,Monica Potter
super troopers,Daniel von Bargen
the algerian,Harry Lennix
the amazing catfish,Vera Wilson
the day the earth stood still,Jon Hamm
monsoon wedding,Randeep Hooda
you can count on me,Rory Culkin
the trouble with harry,John Forsythe
lucky number slevin,Morgan Freeman
but i'm a cheerleader,Clea DuVall
home run,Drew Waters
reservoir dogs,Steve Buscemi
the blue bird,Nigel Bruce
"the good, the bad and the ugly",Luigi Pistilli
the second mother,Regina CasÃ©
blue like jazz,Marshall Allman
down and out with the dolls,Coyote Shivers
certifiably jonathan,Sarah Silverman
q,Johnny Amaro
the knife of don juan,Antonio ArruÃ©
grand theft parsons,Scott Adsit
extreme movie,Denise Boutte
the charge of the light brigade,David Niven
below zero,Kristin Booth
crowsnest,Victor Zinck Jr.
airborne,Jacob Vargas
cotton comes to harlem,Cleavon Little
the wicked within,Sabrina Carmichael
bleeding hearts,Deirdre Lorenz
waiting...,Dane Cook
dead man's shoes,Gary Stretch
wolf creekÂ            ,John Jarratt
from a whisper to a scream,Clu Gulager
dracula: pages from a virgin's diary,CindyMarie Small
faith like potatoes,Frank Rautenbach
beyond the black rainbow,Marilyn Norry
the raid: redemption,Yayan Ruhian
the dead undead,Vernon Wells
the vatican exorcisms,Anella Vastola
casablanca,Claude Rains
lake mungo,Rosie Traynor
rocket singh: salesman of the year,Shazahn Padamsee
silent running,Ron Rifkin
rocky,Burgess Meredith
the sleepwalker,Brady Corbet
the fog,Hal Holbrook
tom jones,Susannah York
unfriended,Renee Olstead
taxi driver,Albert Brooks
the howling,Robert Picardo
dr. no,Jack Lord
chernobyl diaries,Ingrid BolsÃ¸ Berdal
hellraiser,Ashley Laurence
god's not dead 2,Robin Givens
cry_wolf,Gary Cole
godzilla 2000,Naomi Nishida
blue valentine,Mike Vogel
transamerica,Felicity Huffman
the devil inside,Claudiu Trandafir
beyond the valley of the dolls,Cynthia Myers
love me tender,Neville Brand
an inconvenient truth,Al Gore
sands of iwo jima,Richard Jaeckel
shine a light,Keith Richards
the green inferno,Richard Burgi
departure,Alex Lawther
the sessions,Adam Arkin
"food, inc.",Eric Schlosser
october baby,Robert Amaya
next stop wonderland,Callie Thorne
juno,Jennifer Garner
the skeleton twins,Boyd Holbrook
martha marcy may marlene,Julia Garner
obvious child,Jenny Slate
frozen river,Michael O'Keefe
20 feet from stardom,Lou Adler
two girls and a guy,Natasha Gregson Wagner
walking and talking,Anne Heche
the full monty,Mark Addy
who killed the electric car?,Phyllis Diller
the broken hearts club: a romantic comedy,Nia Long
bubba ho-tep,Ossie Davis
goosebumps,Dylan Minnette
slam,Saul Williams
brigham city,Frank Gerrish
fiza,Manoj Bajpayee
history of the world: part i,Sid Caesar
orgazmo,Dian Bachar
all the real girls,Paul Schneider
dream with the fishes,Cathy Moriarty
blue car,Agnes Bruckner
luminarias,Lupe Ontiveros
palo alto,Nat Wolff
ajami,Scandar Copti
wristcutters: a love story,Patrick Fugit
i origins,Cara Seymour
the battle of shaker heights,Elden Henson
the lovely bones,AJ Michalka
the act of killing,Herman Koto
taxi to the dark side,George W. Bush
once in a lifetime: the extraordinary story of the new york cosmos,Marv Albert
guiana 1838,Rufus Graham
lisa picard is famous,Fisher Stevens
antarctica: a year on ice,Tom Hamann
a lego brickumentary,Brian Whitaker
hardflip,Randy Wayne
chocolate: deep dark secrets,Anil Kapoor
the house of the devil,Greta Gerwig
the perfect host,Clayne Crawford
safe men,Michael Lerner
speedway junky,Patsy Kensit
the last big thing,Louis Mustillo
the specials,James Gunn
16 to life,Emily Baldoni
alone with her,Ana Claudia TalancÃ³n
creative control,Alexia Rasmussen
special,Paul Blackthorne
sparkler,Jamie Kennedy
the helix... loaded,Vanilla Ice
in her line of fire,Mariel Hemingway
the jimmy show,Frank Whaley
heli,Andrea Vergara
karachi se lahore,Ayesha Omar
loving annabelle,Kevin McCarthy
hits,Matt Walsh
jimmy and judy,A.J. Buckley
frat party,Lauren C. Mayhew
the party's over,Eddie Albert
proud,Ossie Davis
the poker house,ChloÃ« Grace Moretz
childless,Barbara Hershey
zmd: zombies of mass destruction,Janette Armand
snow white: a deadly summer,Shanley Caswell
hidden away,GermÃ¡n Alcarazu
my last day without you,Marlene Forte
steppin: the movie,Sticky Fingaz
doc holliday's revenge,Tom Berenger
black rock,Anslem Richardson
truth or die,Alexander Vlahos
the pet,Pierre Dulat
bang bang baby,Chloe Rose
fear clinic,Kevin Gage
zombie hunter,Shona Kay
a fine step,Luke Perry
trance,Spencer Wilding
charly,Dick Van Patten
banshee chapter,Katia Winter
jesseÂ            ,David DeLuise
ask me anything,Gia Mantegna
and then came love,Mike Colter
food chains,Robert Kennedy Jr.
on the waterfront,Karl Malden
l!fe happens,Geoff Stults
"4 months, 3 weeks and 2 days",Vlad Ivanov
the horror network vol. 1,Brian Dorton
hard candy,G.J. Echternkamp
the quiet,David Gallagher
circumstance,Reza Sixo Safai
fruitvale station,Melonie Diaz
the brass teapot,Michael Angarano
bambi,Donnie Dunagan
the hammer,Rian Bishop
snitch,Harold Perrineau
latter days,Rob McElhenney
elza,Christophe Cherki
1982,Ruby Dee
"for a good time, call...",Ari Graynor
celeste & jesse forever,Janel Parrish
time changer,D. David Morin
london to brighton,Johnny Harris
american hero,Christopher Berry
windsor drive,Samaire Armstrong
a separation,Leila Hatami
crying with laughter,Stephen McCole
welcome to the dollhouse,Ken Leung
ruby in paradise,Todd Field
raising victor vargas,Melonie Diaz
pandora's box,Francis Lederer
harrison montgomery,Melora Walters
live-in maid,Hilda Bernard
deterrence,Kathryn Morris
the mudge boy,Tom Guiry
the young unknowns,Eion Bailey
not cool,Kurt Angle
dead snow,Stig Frode Henriksen
saints and soldiers,Larry Bagby
vessel,Alan Pietruszewski
american graffiti,Ron Howard
iraq for sale: the war profiteers,Katy Helvenston-Wettengal
aqua teen hunger force colon movie film for theaters,Fred Armisen
safety not guaranteed,Mark Duplass
kevin hart: laugh at my pain,Larry King
kill list,Ben Crompton
the innkeepers,Jake Ryan
the unborn,Atticus Shaffer
the conformist,Stefania Sandrelli
interview with the assassin,Christel Khalil
donkey punch,Nichola Burley
all the boys love mandy lane,Michael Welch
bled,Jennifer Lee Wiggins
high noon,Lloyd Bridges
hoop dreams,Arthur Agee
rize,Christopher Toler
destiny,Lauren Cohan
l.i.e.,Bruce Altman
the sisterhood of night,Kara Hayward
b-girl,Wesley Jonathan
king kong,Thomas Kretschmann
house of wax,Paris Hilton
half nelson,Tristan Mack Wilds
naturally native,Akima
hav plenty,Robinne Lee
adulterers,Steffinnie Phrommany
escape from tomorrow,Lee Armstrong
starsuckers,Harvey Weinstein
the hadza: last of the first,Dave Fennoy
after,Madison Lintz
treachery,Lorraine Ziff
walter,Justin Kirk
top hat,Edward Everett Horton
the blair witch project,Joshua Leonard
woodstock,Jimi Hendrix
the kentucky fried movie,Barry Dennen
mercy streets,David A.R. White
arnolds park,Matthew Feeney
broken vessels,Jason London
water & power,Angela Nordeng
they will have to kill us first,Garba TourÃ©
crop circles: quest for truth,Colin Andrews
light from the darkroom,Steven Michael Quezada
irreplaceable,FÃ©lix Moati
the maid's room,Annabella Sciorra
a hard day's night,Ringo Starr
love letters,Sally Kirkland
julija in alfa romeo,Spela Colja
fireproof,Ken Bevel
faith connections,Pant Shirt Baba
benji,Peter Breck
open water,Saul Stein
high road,Matt Jones
kingdom of the spiders,Hoke Howell
mad hot ballroom,Eva Carrozza
the station agent,Joe Lo Truglio
to save a life,Sean Michael Afable
wordplay,Bill Clinton
beyond the mat,Vince McMahon
the singles ward,Lincoln Hoppe
osama,Zubaida Sahar
sholem aleichem: laughing in the darkness,Peter Riegert
groove,Ari Gold
the r.m.,Big Budah
twin falls idaho,William Katt
mean creek,Scott Mechlowicz
hurricane streets,Heather Matarazzo
never again,Bill Duke
civil brand,LisaRaye McCoy
lonesome jim,Seymour Cassel
drinking buddies,Anna Kendrick
deceptive practice: the mysteries and mentors of ricky jay,Ricky Jay
seven samurai,Minoru Chiaki
the other dream team,Greg Speirs
johnny suede,Tina Louise
finishing the game: the search for a new bruce lee,Jake Sandvig
rubber,Jack Plotnick
home,Matt Jones
kiss the bride,Amber Benson
the slaughter rule,Clea DuVall
monsters,Whitney Able
the californians,Joanne Whalley
the living wake,Ann Dowd
detention of the dead,Christa B. Allen
crazy stone,Zheng Xu
scott walker: 30 century man,Jacques Brel
everything put together,Alan Ruck
good kill,ZoÃ« Kravitz
insomnia manica,Rai Alexandra
the outrageous sophie tucker,Bruce Vilanch
now is good,Olivia Williams
girls gone dead,John McGlothlin
america is still the place,Dylan Baker
subconscious,Tim Abell
crossroads,Katherine Boecher
enter nowhere,Katherine Waterston
the king of najayo,Christian Alvarez
fight to the finish,Randy Jay Burrell
alleluia! the devil's carnival,Barry Bostwick
the sound and the shadow,Jennifer Landa
rodeo girl,Joel Paul Reisig
born to fly: elizabeth streb vs. gravity,Sarah Callan
the little ponderosa zoo,Jeff Delaney
oz the great and powerful,Mila Kunis
the toxic avenger,Mark Torgl
straight out of brooklyn,George T. Odom
bloody sunday,Nicholas Farrell
diamond ruff,Dennis L.A. White
conversations with other women,Thomas Lennon
poultrygeist: night of the chicken dead,Lloyd Kaufman
mutual friends,Cheyenne Jackson
42nd street,Dick Powell
rise of the entrepreneur: the search for a better way,Jack Canfield
metropolitan,Taylor Nichols
as it is in heaven,Frida Hallgren
roadside,Ace Marrero
napoleon dynamite,Diedrich Bader
blue ruin,Eve Plumb
paranormal activity,Ashley Palmer
dogtown and z-boys,Jay Adams
monty python and the holy grail,Michael Palin
quinceaÃ±era,Jesse Garcia
gory gory hallelujah,Sue Corcoran
heroesÂ            ,Masi Oka
tarnation,Jonathan Caouette
i want your money,Chris Cox
love in the time of monsters,Paul Elia
the beyond,David Warbeck
home moviesÂ            ,Ron Lynch
what happens in vegas,Andrew Daly
the dark hours,Jeff Seymour
my beautiful laundrette,Roshan Seth
fabled,Adam LeFevre
show me,Michelle Nolden
cries & whispers,Ingrid Thulin
intolerance: love's struggle throughout the ages,Mae Marsh
trekkies,DeForest Kelley
the broadway melody,Bessie Love
the evil dead,Betsy Baker
maniac,Nora Arnezeder
censored voices,unknown
murderball,Joe Bishop
american ninja 2: the confrontation,Steve James
51 birch street,Ellen Block
revolutionÂ            ,Tracy Spiridakos
rotor dr1,Natalie Welch
halloween,Donald Pleasence
12 angry men,Lee J. Cobb
my dog tulip,Peter Gerety
it happened one night,Alan Hale
dogtooth,Mary Tsoni
tupac: resurrection,Gary Coleman
tumbleweeds,Janet McTeer
the prophecy,Adam Goldberg
when the cat's away,Zinedine Soualem
pieces of april,Adrian Martinez
the big swap,Mark Caven
old joy,Lucy
wendy and lucy,Lucy
3 backyards,Edie Falco
pierrot le fou,Anna Karina
sisters in law,Beatrice Ntuba
nothing but a man,Gloria Foster
"first love, last rites",Eli Marienthal
fighting tommy riley,Eddie Jones
royal kill,Alexander Wraith
across the universe,T.V. Carpio
the looking glass,Elizabeth Stenholt
death race 2000,David Carradine
locker 13,Ricky Schroder
midnight cabaret,Wilhelm von Homburg
anderson's cross,Joanna Cassidy
bizarre,Pierre Prieur
graduation day,Carmen Argenziano
some guy who kills people,Barry Bostwick
compliance,Matt Servitto
chasing amy,Ethan Suplee
lovely & amazing,Brenda Blethyn
death calls,Robert Miano
better luck tomorrow,Jason Tobin
the incredibly true adventure of two girls in love,Laurel Holloman
chuck & buck,Mike White
american desi,Rizwan Manji
amidst the devil's wings,Nicholas Simmons
cube,Julian Richings
love and other catastrophes,Frances O'Connor
i married a strange person!,Bill Martone
november,Anne Archer
like crazy,Charlie Bewley
teeth and blood,Steffinnie Phrommany
sugar town,Rosanna Arquette
the motel,Clint Jordan
the canyons,Gus Van Sant
happy valleyÂ            ,James Norton
on the outs,Flaco Navaja
shotgun stories,Natalie Canerday
exam,Luke Mably
the sticky fingers of time,Samantha Buck
sunday school musical,Mark Hengst
