director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Don Coscarelli,Vanna Bonta,John Amos,Rip Torn,Action Adventure Fantasy,the beastmaster,Vanna Bonta John Amos Rip Torn Don Coscarelli Action Adventure Fantasy
Mamoru Hosoda,Lara Jill Miller,Colleen O'Shaughnessey,Mona Marshall,Action Adventure Animation Family Sci-Fi,digimon: the movie,Lara Jill Miller Colleen O'Shaughnessey Mona Marshall Mamoru Hosoda Action Adventure Animation Family Sci-Fi
Guy Hamilton,Harrison Ford,Carl Weathers,Franco Nero,Action Drama War,force 10 from navarone,Harrison Ford Carl Weathers Franco Nero Guy Hamilton Action Drama War
Vicky Jewson,James Frain,Sofia Black-D'Elia,Lisa Kay,Action Drama Thriller War,born of war,James Frain Sofia Black-D'Elia Lisa Kay Vicky Jewson Action Drama Thriller War
Peter Hyams,David Huddleston,Sam Waterston,Hal Holbrook,Action Sci-Fi Thriller,capricorn one,David Huddleston Sam Waterston Hal Holbrook Peter Hyams Action Sci-Fi Thriller
Stanton Barrett,Mikal Vega,Michael Dudikoff,Ed Quinn,Action Horror,navy seals vs. zombies,Mikal Vega Michael Dudikoff Ed Quinn Stanton Barrett Action Horror
Johnnie To,Simon Yam,Anthony Chau-Sang Wong,Josie Ho,Action Crime Thriller,exiled,Simon Yam Anthony Chau-Sang Wong Josie Ho Johnnie To Action Crime Thriller
Mateo Gil,Sam Shepard,Dominique McElligott,Stephen Rea,Action Adventure Western,blackthorn,Sam Shepard Dominique McElligott Stephen Rea Mateo Gil Action Adventure Western
Raja Menon,Nimrat Kaur,Sameer Ali Khan,Purab Kohli,Action Drama History Thriller War,airlift,Nimrat Kaur Sameer Ali Khan Purab Kohli Raja Menon Action Drama History Thriller War
Ernie Barbarash,Michael Jai White,Michael J. Morris,Lateef Crowder,Action Adventure,falcon rising,Michael Jai White Michael J. Morris Lateef Crowder Ernie Barbarash Action Adventure
Nick Love,Hayley Atwell,Ray Winstone,Alan Ford,Action Crime Drama,the sweeney,Hayley Atwell Ray Winstone Alan Ford Nick Love Action Crime Drama
Daniel Espinosa,Fabian Bolin,Fares Fares,Matias Varela,Action Crime Drama Thriller,easy money,Fabian Bolin Fares Fares Matias Varela Daniel Espinosa Action Crime Drama Thriller
Ridley Scott,Christian Bale,MarÃÂ­a Valverde,Ben Mendelsohn,Action Adventure Drama,exodus: gods and kings,Christian Bale MarÃÂ­a Valverde Ben Mendelsohn Ridley Scott Action Adventure Drama
Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,Action Adventure Sci-Fi Thriller,planet of the apes,Cary-Hiroyuki Tagawa Estella Warren Erick Avari Tim Burton Action Adventure Sci-Fi Thriller
Kevin Smith,Anna Gunn,Michael Angarano,Stephen Root,Action Crime Horror Thriller,red state,Anna Gunn Michael Angarano Stephen Root Kevin Smith Action Crime Horror Thriller
Julian Gilbey,Ed Speleers,Eamonn Walker,Sean Harris,Action Adventure Crime Thriller,a lonely place to die,Ed Speleers Eamonn Walker Sean Harris Julian Gilbey Action Adventure Crime Thriller
Jaume Collet-Serra,Liam Neeson,Frank Langella,Aidan Quinn,Action Mystery Thriller,unknown,Liam Neeson Frank Langella Aidan Quinn Jaume Collet-Serra Action Mystery Thriller
Kevin Carraway,Michael Jai White,Max Ryan,Jon Osbeck,Action Thriller,chain of command,Michael Jai White Max Ryan Jon Osbeck Kevin Carraway Action Thriller
Jack Smight,Janet Leigh,Robert Wagner,Shelley Winters,Action Crime Drama Mystery Thriller,harper,Janet Leigh Robert Wagner Shelley Winters Jack Smight Action Crime Drama Mystery Thriller
Louis C.K.,Wanda Sykes,J.B. Smoove,Robert Vaughn,Action Adventure Comedy Musical,pootie tang,Wanda Sykes J.B. Smoove Robert Vaughn Louis C.K. Action Adventure Comedy Musical
Akiva Schaffer,Will Forte,Nicholas Braun,Rosemarie DeWitt,Action Comedy Sci-Fi,the watch,Will Forte Nicholas Braun Rosemarie DeWitt Akiva Schaffer Action Comedy Sci-Fi
Angela Robinson,Jordana Brewster,Geoff Stults,Scoot McNairy,Action Comedy Romance,d.e.b.s.,Jordana Brewster Geoff Stults Scoot McNairy Angela Robinson Action Comedy Romance
Warren P. Sonoda,Diahann Carroll,Mykel Shannon Jenkins,Lara Jean Chorostecki,Action Biography Crime Drama Family Fantasy,the masked saint,Diahann Carroll Mykel Shannon Jenkins Lara Jean Chorostecki Warren P. Sonoda Action Biography Crime Drama Family Fantasy
Avi Nesher,Fisher Stevens,Elizabeth Berkley,Robert Townsend,Action Comedy Crime Thriller,taxman,Fisher Stevens Elizabeth Berkley Robert Townsend Avi Nesher Action Comedy Crime Thriller
Jay Oliva,Michael Emerson,Mark Valley,Grey Griffin,Action Animation Crime Sci-Fi Thriller,"batman: the dark knight returns, part 2",Michael Emerson Mark Valley Grey Griffin Jay Oliva Action Animation Crime Sci-Fi Thriller
Uwe Boll,Bashar Rahal,Shelly Varod,Ralitsa Paskaleva,Action Adventure Fantasy Thriller,in the name of the king: the last job,Bashar Rahal Shelly Varod Ralitsa Paskaleva Uwe Boll Action Adventure Fantasy Thriller
Mark Young,Alexa PenaVega,Jake Busey,Lew Temple,Action Crime Drama Thriller,wicked blood,Alexa PenaVega Jake Busey Lew Temple Mark Young Action Crime Drama Thriller
Mark L. Lester,Roddy McDowall,Perry King,Timothy Van Patten,Action Crime Drama Thriller,class of 1984,Roddy McDowall Perry King Timothy Van Patten Mark L. Lester Action Crime Drama Thriller
John Gulager,Krista Allen,Eric Dane,Henry Rollins,Action Comedy Horror Thriller,feast,Krista Allen Eric Dane Henry Rollins John Gulager Action Comedy Horror Thriller
Guy Hamilton,Honor Blackman,Gert FrÃÂ¶be,Lois Maxwell,Action Adventure Thriller,goldfinger,Honor Blackman Gert FrÃÂ¶be Lois Maxwell Guy Hamilton Action Adventure Thriller
Ted Post,Linda Harrison,Gregory Sierra,Victor Buono,Action Adventure Sci-Fi,beneath the planet of the apes,Linda Harrison Gregory Sierra Victor Buono Ted Post Action Adventure Sci-Fi
Kunihiko Yuyama,Veronica Taylor,Eric Stuart,Lisa Ortiz,Action Adventure Animation Family Fantasy Sci-Fi,pokÃÂ©mon 3: the movie,Veronica Taylor Eric Stuart Lisa Ortiz Kunihiko Yuyama Action Adventure Animation Family Fantasy Sci-Fi
Benny Boom,Omari Hardwick,Donald Faison,Mike Epps,Action Comedy Crime,next day air,Omari Hardwick Donald Faison Mike Epps Benny Boom Action Comedy Crime
Howard Hawks,Montgomery Clift,Walter Brennan,Harry Carey Jr.,Action Adventure Romance Western,red river,Montgomery Clift Walter Brennan Harry Carey Jr. Howard Hawks Action Adventure Romance Western
Don Coscarelli,Angus Scrimm,A. Michael Baldwin,James Le Gros,Action Fantasy Horror Sci-Fi Thriller,phantasm ii,Angus Scrimm A. Michael Baldwin James Le Gros Don Coscarelli Action Fantasy Horror Sci-Fi Thriller
Jason Eisener,Gregory Smith,Robb Wells,Molly Dunsworth,Action Comedy Thriller,hobo with a shotgun,Gregory Smith Robb Wells Molly Dunsworth Jason Eisener Action Comedy Thriller
Enrique Begne,Kevin Pollak,HÃÂ©ctor JimÃÂ©nez,Erick Elias,Action Comedy,compadres,Kevin Pollak HÃÂ©ctor JimÃÂ©nez Erick Elias Enrique Begne Action Comedy
Marcio Garcia,John Savage,Kristi Clainos,Emily Nelson,Action Drama Thriller,open road,John Savage Kristi Clainos Emily Nelson Marcio Garcia Action Drama Thriller
Michael Jai White,Michael Jai White,Alex Meraz,Jillian Murray,Action Drama Sport,never back down 2: the beatdown,Michael Jai White Alex Meraz Jillian Murray Michael Jai White Action Drama Sport
Brian Caunter,Mike Starr,Stacy Keach,Frank Vincent,Action Adventure Crime Drama,chicago overcoat,Mike Starr Stacy Keach Frank Vincent Brian Caunter Action Adventure Crime Drama
Isaac Florentine,Anthony L. Fernandez,Nick Chinlund,Scott Evans,Action Crime,close range,Anthony L. Fernandez Nick Chinlund Scott Evans Isaac Florentine Action Crime
Hank Braxtan,Q'orianka Kilcher,Gregory Cruz,Allegra Carpenter,Action Horror Thriller,unnatural,Q'orianka Kilcher Gregory Cruz Allegra Carpenter Hank Braxtan Action Horror Thriller
ThorbjÃÂ¸rn Christoffersen,Iben Hjejle,Frank Hvam,Casper Christensen,Action Adventure Animation Comedy Sci-Fi,journey to saturn,Iben Hjejle Frank Hvam Casper Christensen ThorbjÃÂ¸rn Christoffersen Action Adventure Animation Comedy Sci-Fi
Hao Ning,Jack Kao,Bo Huang,Zheng Xu,Action Adventure Comedy,silver medallist,Jack Kao Bo Huang Zheng Xu Hao Ning Action Adventure Comedy
Don Taylor,Roddy McDowall,M. Emmet Walsh,Sal Mineo,Action Sci-Fi,escape from the planet of the apes,Roddy McDowall M. Emmet Walsh Sal Mineo Don Taylor Action Sci-Fi
ÃÂric Tessier,Patrick Huard,Michel CÃÂ´tÃÂ©,Jean Pierre Bergeron,Action Drama Horror Thriller,sur le seuil,Patrick Huard Michel CÃÂ´tÃÂ© Jean Pierre Bergeron ÃÂric Tessier Action Drama Horror Thriller
William Friedkin,Roy Scheider,Fernando Rey,Tony Lo Bianco,Action Crime Drama Thriller,the french connection,Roy Scheider Fernando Rey Tony Lo Bianco William Friedkin Action Crime Drama Thriller
Jon Knautz,Rachel Skarsten,Daniel Kash,Stefanie Drummond,Action Comedy Horror,jack brooks: monster slayer,Rachel Skarsten Daniel Kash Stefanie Drummond Jon Knautz Action Comedy Horror
Terence Young,Robert Shaw,Daniela Bianchi,Lois Maxwell,Action Adventure Thriller,from russia with love,Robert Shaw Daniela Bianchi Lois Maxwell Terence Young Action Adventure Thriller
Michael Herz,Phoebe Legere,Jessica Dublin,Lisa Gaye,Action Comedy Horror Sci-Fi,the toxic avenger part ii,Phoebe Legere Jessica Dublin Lisa Gaye Michael Herz Action Comedy Horror Sci-Fi
George Miller,Vernon Wells,Bruce Spence,Kjell Nilsson,Action Adventure Sci-Fi Thriller,mad max 2: the road warrior,Vernon Wells Bruce Spence Kjell Nilsson George Miller Action Adventure Sci-Fi Thriller
Chia-Liang Liu,Andy Lau,Anita Mui,Ho-Sung Pak,Action Comedy,the legend of drunken master,Andy Lau Anita Mui Ho-Sung Pak Chia-Liang Liu Action Comedy
Jim Jarmusch,Henry Silva,Gano Grills,Richard Portnow,Action Crime Drama Thriller,ghost dog: the way of the samurai,Henry Silva Gano Grills Richard Portnow Jim Jarmusch Action Crime Drama Thriller
David Ayer,J.K. Simmons,Christian Bale,Noel Gugliemi,Action Crime Drama Thriller,harsh times,J.K. Simmons Christian Bale Noel Gugliemi David Ayer Action Crime Drama Thriller
Lance Mungia,Jeffrey Falcon,Stephane Gauger,Kim De Angelo,Action Adventure Comedy Drama Music Sci-Fi,six-string samurai,Jeffrey Falcon Stephane Gauger Kim De Angelo Lance Mungia Action Adventure Comedy Drama Music Sci-Fi
Kundan Shah,Karisma Kapoor,Bobby Deol,Shakti Kapoor,Action Comedy Romance Thriller,hum to mohabbat karega,Karisma Kapoor Bobby Deol Shakti Kapoor Kundan Shah Action Comedy Romance Thriller
Phil Claydon,MyAnna Buring,James Corden,Silvia Colloca,Action Comedy Fantasy Horror,vampire killers,MyAnna Buring James Corden Silvia Colloca Phil Claydon Action Comedy Fantasy Horror
Ralph Ziman,Rapulana Seiphemo,Kenneth Nkosi,Robert Hobbs,Action Crime Drama,gangster's paradise: jerusalema,Rapulana Seiphemo Kenneth Nkosi Robert Hobbs Ralph Ziman Action Crime Drama
Jeff Crook,Nicholas Gonzalez,Mario Cimarro,Ricardo Chavira,Action Crime Drama Thriller,rockaway,Nicholas Gonzalez Mario Cimarro Ricardo Chavira Jeff Crook Action Crime Drama Thriller
Tanner Beard,William McNamara,Kevin Alejandro,Glenn Morshower,Action Adventure History Western,the legend of hell's gate: an american conspiracy,William McNamara Kevin Alejandro Glenn Morshower Tanner Beard Action Adventure History Western
William Kaufman,Paul McGillion,Mike 'The Miz' Mizanin,David Lewis,Action Thriller,the marine 4: moving target,Paul McGillion Mike 'The Miz' Mizanin David Lewis William Kaufman Action Thriller
J. Lee Thompson,Roddy McDowall,Paul Williams,Claude Akins,Action Sci-Fi,battle for the planet of the apes,Roddy McDowall Paul Williams Claude Akins J. Lee Thompson Action Sci-Fi
W.D. Hogan,Tom Everett Scott,Keenan Tracey,Nicholas Carella,Action Sci-Fi,independence daysaster,Tom Everett Scott Keenan Tracey Nicholas Carella W.D. Hogan Action Sci-Fi
J. Lee Thompson,Roddy McDowall,Gordon Jump,John Randolph,Action Sci-Fi,conquest of the planet of the apes,Roddy McDowall Gordon Jump John Randolph J. Lee Thompson Action Sci-Fi
Zack Snyder,Ty Burrell,Kevin Zegers,Mekhi Phifer,Action Horror Thriller,dawn of the dead,Ty Burrell Kevin Zegers Mekhi Phifer Zack Snyder Action Horror Thriller
Newt Arnold,Bolo Yeung,Donald Gibb,Ken Siu,Action Biography Drama Sport,bloodsport,Bolo Yeung Donald Gibb Ken Siu Newt Arnold Action Biography Drama Sport
John Stockwell,Matthew Ziff,T.J. Storm,Sam Medina,Action,kickboxer: vengeance,Matthew Ziff T.J. Storm Sam Medina John Stockwell Action
Simeon Rice,Ward G. Smith,Lisa Brave,Malone Thomas,Action Horror Thriller,unsullied,Ward G. Smith Lisa Brave Malone Thomas Simeon Rice Action Horror Thriller
Timothy Woodward Jr.,Katrina Law,Johnny Messner,Michael ParÃÂ©,Action Crime Thriller,checkmate,Katrina Law Johnny Messner Michael ParÃÂ© Timothy Woodward Jr. Action Crime Thriller
Christopher McQuarrie,Tom Cruise,Robert Duvall,David Oyelowo,Action Crime Mystery Thriller,jack reacher,Tom Cruise Robert Duvall David Oyelowo Christopher McQuarrie Action Crime Mystery Thriller
Russell Friedenberg,Rudy Youngblood,Glen Powell,Kiowa Gordon,Action Horror Thriller,wind walkers,Rudy Youngblood Glen Powell Kiowa Gordon Russell Friedenberg Action Horror Thriller
unknown,Karl Malden,Michael Douglas,unknown,Action Crime Drama Mystery,the streets of san franciscoÃÂ            ,Karl Malden Michael Douglas unknown unknown Action Crime Drama Mystery
Harold Becker,Bruce Willis,Miko Hughes,Carrie Preston,Action Crime Drama Thriller,mercury rising,Bruce Willis Miko Hughes Carrie Preston Harold Becker Action Crime Drama Thriller
Sadyk Sher-Niyaz,Elina Abai Kyzy,Aziz Muradillayev,Mirlan Abdulayev,Action Biography Drama History,queen of the mountains,Elina Abai Kyzy Aziz Muradillayev Mirlan Abdulayev Sadyk Sher-Niyaz Action Biography Drama History
Paul Donovan,Maury Chaykin,Lenore Zann,Tim Choate,Action Sci-Fi,def-con 4,Maury Chaykin Lenore Zann Tim Choate Paul Donovan Action Sci-Fi
Giovanni Zelko,Zuhair Haddad,Harry Lennix,Ben Youcef,Action Romance Thriller,the algerian,Zuhair Haddad Harry Lennix Ben Youcef Giovanni Zelko Action Romance Thriller
Michael Curtiz,Errol Flynn,David Niven,Spring Byington,Action Adventure Romance War,the charge of the light brigade,Errol Flynn David Niven Spring Byington Michael Curtiz Action Adventure Romance War
Brenton Spencer,Christie Burke,Victor Zinck Jr.,Chelsey Reist,Action Horror Mystery Thriller,crowsnest,Christie Burke Victor Zinck Jr. Chelsey Reist Brenton Spencer Action Horror Mystery Thriller
Ossie Davis,Redd Foxx,Cleavon Little,Calvin Lockhart,Action Comedy,cotton comes to harlem,Redd Foxx Cleavon Little Calvin Lockhart Ossie Davis Action Comedy
Jeff Burr,Terry Kiser,Clu Gulager,Susan Tyrrell,Action Drama Horror Thriller,from a whisper to a scream,Terry Kiser Clu Gulager Susan Tyrrell Jeff Burr Action Drama Horror Thriller
Gareth Evans,Iko Uwais,Yayan Ruhian,Donny Alamsyah,Action Crime Thriller,the raid: redemption,Iko Uwais Yayan Ruhian Donny Alamsyah Gareth Evans Action Crime Thriller
Matthew R. Anderson,Johnny Pacar,Vernon Wells,Matthew R. Anderson,Action Horror Sci-Fi,the dead undead,Johnny Pacar Vernon Wells Matthew R. Anderson Matthew R. Anderson Action Horror Sci-Fi
Terence Young,Ursula Andress,Jack Lord,Lois Maxwell,Action Adventure Thriller,dr. no,Ursula Andress Jack Lord Lois Maxwell Terence Young Action Adventure Thriller
Takao Okawara,Hiroshi Abe,Naomi Nishida,Sakae Kimura,Action Adventure Drama Sci-Fi Thriller,godzilla 2000,Hiroshi Abe Naomi Nishida Sakae Kimura Takao Okawara Action Adventure Drama Sci-Fi Thriller
Allan Dwan,James Brown,Richard Jaeckel,Forrest Tucker,Action Drama Romance War,sands of iwo jima,James Brown Richard Jaeckel Forrest Tucker Allan Dwan Action Drama Romance War
Johnny Remo,Matthew Ziff,Randy Wayne,Raquel Elizabeth Ames,Action Drama,hardflip,Matthew Ziff Randy Wayne Raquel Elizabeth Ames Johnny Remo Action Drama
Craig Mazin,Judy Greer,James Gunn,Jamie Kennedy,Action Comedy Fantasy Sci-Fi,the specials,Judy Greer James Gunn Jamie Kennedy Craig Mazin Action Comedy Fantasy Sci-Fi
A. Raven Cruz,Scott Levy,Vanilla Ice,Jennifer Sky,Action Adventure Comedy Fantasy Sci-Fi,the helix... loaded,Scott Levy Vanilla Ice Jennifer Sky A. Raven Cruz Action Adventure Comedy Fantasy Sci-Fi
Brian Trenchard-Smith,David Keith,Mariel Hemingway,Jesse Hutch,Action Drama,in her line of fire,David Keith Mariel Hemingway Jesse Hutch Brian Trenchard-Smith Action Drama
K. King,Jason K. Wixom,Shona Kay,Jarrod Phillips,Action Comedy Horror,zombie hunter,Jason K. Wixom Shona Kay Jarrod Phillips K. King Action Comedy Horror
Ric Roman Waugh,Dwayne Johnson,Harold Perrineau,Nadine Velazquez,Action Drama Thriller,snitch,Dwayne Johnson Harold Perrineau Nadine Velazquez Ric Roman Waugh Action Drama Thriller
Nick Love,Eddie Griffin,Christopher Berry,Michelle Tabora,Action Comedy Drama Sci-Fi,american hero,Eddie Griffin Christopher Berry Michelle Tabora Nick Love Action Comedy Drama Sci-Fi
Ryan Little,Corbin Allred,Larry Bagby,Kirby Heyborne,Action Adventure Drama War,saints and soldiers,Corbin Allred Larry Bagby Kirby Heyborne Ryan Little Action Adventure Drama War
Matt Maiellaro,Tina Fey,Fred Armisen,Chris Kattan,Action Adventure Animation Comedy Fantasy Sci-Fi,aqua teen hunger force colon movie film for theaters,Tina Fey Fred Armisen Chris Kattan Matt Maiellaro Action Adventure Animation Comedy Fantasy Sci-Fi
Joseph Kosinski,Peter Dinklage,Lauren Cohan,Erick Avari,Action Adventure Fantasy Sci-Fi,destiny,Peter Dinklage Lauren Cohan Erick Avari Joseph Kosinski Action Adventure Fantasy Sci-Fi
Peter Jackson,Naomi Watts,Thomas Kretschmann,Evan Parke,Action Adventure Drama Romance,king kong,Naomi Watts Thomas Kretschmann Evan Parke Peter Jackson Action Adventure Drama Romance
Jon Gunn,Stacy Keach,David A.R. White,Cynthia Watros,Action Crime Drama,mercy streets,Stacy Keach David A.R. White Cynthia Watros Jon Gunn Action Crime Drama
Lance McDaniel,Russell Wong,Steven Michael Quezada,Lymari Nadal,Action Drama Thriller,light from the darkroom,Russell Wong Steven Michael Quezada Lymari Nadal Lance McDaniel Action Drama Thriller
Akira Kurosawa,Takashi Shimura,Minoru Chiaki,Kamatari Fujiwara,Action Adventure Drama,seven samurai,Takashi Shimura Minoru Chiaki Kamatari Fujiwara Akira Kurosawa Action Adventure Drama
Georgia Hilton,Mike Beckingham,Tim Abell,Tom Stedham,Action Mystery Thriller,subconscious,Mike Beckingham Tim Abell Tom Stedham Georgia Hilton Action Mystery Thriller
Warren Sheppard,Jennifer Hale,Randy Jay Burrell,Vincent De Paul,Action Romance Sport,fight to the finish,Jennifer Hale Randy Jay Burrell Vincent De Paul Warren Sheppard Action Romance Sport
Catherine Gund,Elizabeth Streb,Sarah Callan,Laura Flanders,Action Biography Documentary Sport,born to fly: elizabeth streb vs. gravity,Elizabeth Streb Sarah Callan Laura Flanders Catherine Gund Action Biography Documentary Sport
Michael Herz,Patrick Kilpatrick,Mark Torgl,Pat Ryan,Action Comedy Horror Sci-Fi,the toxic avenger,Patrick Kilpatrick Mark Torgl Pat Ryan Michael Herz Action Comedy Horror Sci-Fi
Alec Asten,Luis Sanchez,Dennis L.A. White,Fredro Starr,Action,diamond ruff,Luis Sanchez Dennis L.A. White Fredro Starr Alec Asten Action
